target_class_l3,molregno,molecule_chembl_id,canonical_smiles,max_pchembl_value,mean_pchembl_value,activity_records,unique_targets,target_names,target_chembl_ids,target_organisms,standard_types,unseen_class_id
Aspartic protease,542963,CHEMBL588662,CCC(CN1C(=N)NC(c2ccccc2)(c2ccccc2)C1=O)c1ccccc1,7.35,6.68,2,2,Plasmepsin 4; Plasmepsin V,CHEMBL3559649; CHEMBL3988607,Plasmodium falciparum; Plasmodium falciparum (isolate 3D7),IC50,0
Aspartic protease,2299565,CHEMBL4227074,CCCCCc1ccc(-c2cc(-c3ccc(C(=O)O)cc3)c3c(=O)n(CC4CCCO4)c(N)nc3c2)cc1,7.35,7.35,1,1,Plasmepsin 4,CHEMBL3988607,Plasmodium falciparum,IC50,0
Aspartic protease,2386668,CHEMBL4515257,COc1cccc(C(C)(C)NC[C@@H](O)[C@H](Cc2ccccc2)NC(=O)c2cc(C(=O)NCC(C)(C)OC)cc(N3CCCCC3)c2)c1,7.32,7.32,1,1,Plasmepsin 4,CHEMBL3988607,Plasmodium falciparum,IC50,0
Aspartic protease,2356541,CHEMBL4449532,CCCN(CCC)C(=O)c1cc(F)cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNC(C)(C)c2cccc(OC)c2)c1,7.3,7.3,1,1,Plasmepsin 4,CHEMBL3988607,Plasmodium falciparum,IC50,0
Aspartic protease,2412357,CHEMBL4541926,CCCCCCc1ccc(S(=O)(=O)C2C3CCC(N3)C2NCc2ccc3ccccc3c2)cc1,7.3,7.3,2,1,Plasmepsin 4,CHEMBL3988607,Plasmodium falciparum,IC50,0
Aspartic protease,2417225,CHEMBL4546797,COCCNC(=O)c1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNC(C)(C)c2cccc(OC)c2)cc(N2CCCCC2)c1,7.3,7.3,1,1,Plasmepsin 4,CHEMBL3988607,Plasmodium falciparum,IC50,0
Aspartic protease,2209847,CHEMBL4069936,Cc1ncc(F)cc1NC(=O)C[C@H](C(=O)N[C@@H]1C(=O)N2CC3(CC3)CN2C(=O)c2ccccc21)C1CC1,7.25,7.25,1,1,Signal peptide peptidase-like 2A,CHEMBL4105913,Rattus norvegicus,IC50,0
Aspartic protease,3056652,CHEMBL5839651,COC(=O)N[C@H](C(=O)N[C@@H](Cc1ccc(C#Cc2cnc(N3CC4CCC(C3)N4C3COC3)nc2)cc1)[C@H](CN(Cc1c(F)cc(-c2ccn(C(F)F)n2)cc1F)NC(=O)[C@@H](NC(=O)OC)C(C)(C)C(F)(F)F)OC(=O)CCCN1CCOCC1)C(C)(C)C(F)(F)F,7.25,7.25,1,1,HIV-1 protease,CHEMBL4296312,Human immunodeficiency virus,EC50,0
Aspartic protease,1524025,CHEMBL2334376,CCCN(CCC)C(=O)c1cccc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNC(C)(C)c2cccc(OC)c2)c1,7.24,7.24,1,1,Plasmepsin 4,CHEMBL3988607,Plasmodium falciparum,IC50,0
Aspartic protease,2408053,CHEMBL4537622,CCCCCc1ccc(C(=O)N(Cc2ccc(-c3ccc(Cl)c(Cl)c3)o2)C2CCN(CCC(C)C)CC2)cc1,7.24,7.24,1,1,Plasmepsin 4,CHEMBL3988607,Plasmodium falciparum,IC50,0
Aspartic protease,1614751,CHEMBL3109550,COc1ccc(C2(c3ccc(OC)cc3)NC(=N)N(CC3CCOCC3)C2=O)cc1,7.23,7.23,1,1,Plasmepsin 4,CHEMBL3988607,Plasmodium falciparum,IC50,0
Aspartic protease,2393699,CHEMBL4522288,CCCN(CCC)C(=O)c1cc(C#N)cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNC(C)(C)c2cccc(OC)c2)c1,7.23,7.23,1,1,Plasmepsin 4,CHEMBL3988607,Plasmodium falciparum,IC50,0
Aspartic protease,2401403,CHEMBL4530972,CCCCCc1ccc(C(=O)N(Cc2ccc(-c3cc(Cl)ccc3Cl)o2)C2CCN(CCC(C)C)CC2)cc1,7.23,7.23,1,1,Plasmepsin 4,CHEMBL3988607,Plasmodium falciparum,IC50,0
Aspartic protease,2855390,CHEMBL5415222,CCCN1CCCCOc2cccc(c2)C[C@@H]([C@H](O)CNC(C)(C)c2cccc(OC)c2)NC(=O)c2cccc(c2)C1=O,7.22,7.22,1,1,Plasmepsin IV,CHEMBL1741262,Plasmodium falciparum 3D7,IC50,0
Aspartic protease,2865535,CHEMBL5425367,COc1cccc(C(C)(C)NC[C@@H](O)[C@@H]2Cc3cccc(c3)OCCCCN(CCC(F)(F)F)C(=O)c3cccc(c3)C(=O)N2)c1,7.21,7.21,1,1,Plasmepsin IV,CHEMBL1741262,Plasmodium falciparum 3D7,IC50,0
Aspartic protease,2360074,CHEMBL4453065,COc1cccc(C(C)(C)NC[C@@H](O)[C@H](Cc2ccccc2)NC(=O)c2cc(C(=O)N(CCO)CCO)cc(N3CCCCC3)c2)c1,7.17,7.17,1,1,Plasmepsin 4,CHEMBL3988607,Plasmodium falciparum,IC50,0
Aspartic protease,2867180,CHEMBL5427012,CCCN1CCCCc2cccc(c2)C[C@@H]([C@H](O)CNC(C)(C)c2cccc(OC)c2)NC(=O)c2cccc(c2)C1=O,7.13,7.13,1,1,Plasmepsin IV,CHEMBL1741262,Plasmodium falciparum 3D7,IC50,0
Aspartic protease,2371793,CHEMBL4464784,COc1cccc(C(C)(C)NC[C@@H](O)[C@H](Cc2ccccc2)NC(=O)c2cccc(C(=O)NCC(C)(C)C)c2)c1,7.12,7.12,1,1,Plasmepsin 4,CHEMBL3988607,Plasmodium falciparum,IC50,0
Aspartic protease,447722,CHEMBL447901,CC(C)C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)[C@H](O)C(=O)N1CSC(C)(C)[C@H]1C(=O)NCC(C)(C)C)C(C)(C)C)c1ccccc1,7.11,7.11,1,1,Protease,CHEMBL4296327,Human T-cell leukemia virus type I,IC50,0
Aspartic protease,1796327,CHEMBL3344166,CC(C)C[C@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)OCc1ccccc1)C(=O)N[C@@H](CC(C)C)[C@@H](O)CC(=O)NC1CCCCC1.O=C(O)C(F)(F)F,7.11,7.11,1,1,Plasmepsin V,CHEMBL3559649,Plasmodium falciparum (isolate 3D7),IC50,0
Aspartic protease,447732,CHEMBL509959,CC(C)CC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)[C@H](O)C(=O)N1CSC(C)(C)[C@H]1C(=O)NCC(C)(C)C)C(C)(C)C)c1ccccc1,7.09,7.09,1,1,Protease,CHEMBL4296327,Human T-cell leukemia virus type I,IC50,0
Aspartic protease,2872294,CHEMBL5432126,CCCN1CCOCCc2cccc(c2)C[C@@H]([C@H](O)CNC(C)(C)c2cccc(OC)c2)NC(=O)c2cccc(c2)C1=O,7.09,7.09,1,1,Plasmepsin IV,CHEMBL1741262,Plasmodium falciparum 3D7,IC50,0
Aspartic protease,447724,CHEMBL499295,CC(C)C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)[C@H](O)C(=O)N1CSC(C)(C)[C@H]1C(=O)NC(C)C(C)(C)C)C(C)(C)C)c1ccccc1,7.08,7.08,1,1,Protease,CHEMBL4296327,Human T-cell leukemia virus type I,IC50,0
Aspartic protease,447726,CHEMBL510927,CC(C)CNC(=O)[C@H]1N(C(=O)[C@@H](O)[C@H](Cc2ccccc2)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)C(C)(C)C)c2ccccc2)C(C)(C)C)CSC1(C)C,7.08,7.08,1,1,Protease,CHEMBL4296327,Human T-cell leukemia virus type I,IC50,0
Aspartic protease,447734,CHEMBL499166,CC(C)CC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)[C@H](O)C(=O)N1CSC(C)(C)[C@H]1C(=O)NC(C)C(C)(C)C)C(C)(C)C)c1ccccc1,7.08,7.08,1,1,Protease,CHEMBL4296327,Human T-cell leukemia virus type I,IC50,0
Aspartic protease,447717,CHEMBL448634,CC(C)(C)CNC(=O)[C@H]1N(C(=O)[C@@H](O)[C@H](Cc2ccccc2)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)C2CC2)c2ccccc2)C(C)(C)C)CSC1(C)C,7.07,7.07,1,1,Protease,CHEMBL4296327,Human T-cell leukemia virus type I,IC50,0
Aspartic protease,447719,CHEMBL448879,CC(NC(=O)[C@H]1N(C(=O)[C@@H](O)[C@H](Cc2ccccc2)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)C2CC2)c2ccccc2)C(C)(C)C)CSC1(C)C)C(C)(C)C,7.07,7.07,1,1,Protease,CHEMBL4296327,Human T-cell leukemia virus type I,IC50,0
Aspartic protease,394531,CHEMBL395309,CC[C@H](C)[C@H](NC(C)=O)C(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)[C@H](O)C(=O)N1CSC(C)(C)[C@H]1C(=O)N[C@H](C(=O)N[C@@H](CCSC)C(N)=O)[C@@H](C)CC)[C@@H](C)CC,7.06,7.06,1,1,Protease,CHEMBL4296327,Human T-cell leukemia virus type I,IC50,0
Aspartic protease,447736,CHEMBL502681,C=CCCC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)[C@H](O)C(=O)N1CSC(C)(C)[C@H]1C(=O)NC(C)C(C)C)C(C)(C)C)c1ccccc1,7.06,7.06,1,1,Protease,CHEMBL4296327,Human T-cell leukemia virus type I,IC50,0
Aspartic protease,2431986,CHEMBL4561558,COc1cccc(C(C)(C)NC[C@@H](O)[C@H](Cc2ccccc2)NC(=O)c2cc(C(=O)N(C)C)cc(N3CCCCC3)c2)c1,7.06,7.06,1,1,Plasmepsin 4,CHEMBL3988607,Plasmodium falciparum,IC50,0
Aspartic protease,447718,CHEMBL508842,CC(C)C(C)NC(=O)[C@H]1N(C(=O)[C@@H](O)[C@H](Cc2ccccc2)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)C2CC2)c2ccccc2)C(C)(C)C)CSC1(C)C,7.05,7.05,1,1,Protease,CHEMBL4296327,Human T-cell leukemia virus type I,IC50,0
Aspartic protease,2363154,CHEMBL4456145,CC(C)CCCCc1ccc(S(=O)(=O)C2C3CCC(N3)C2NCc2ccc3ccccc3c2)cc1,7.05,7.05,1,1,Plasmepsin 4,CHEMBL3988607,Plasmodium falciparum,IC50,0
Aspartic protease,2407023,CHEMBL4536592,COc1cccc(C(C)(C)NC[C@@H](O)[C@H](Cc2ccccc2)NC(=O)c2cc(C(=O)NCC3CCCCC3)cc(N3CCCCC3)c2)c1,7.05,7.05,1,1,Plasmepsin 4,CHEMBL3988607,Plasmodium falciparum,IC50,0
Aspartic protease,2300947,CHEMBL4228456,CCCCCc1ccc(-c2ccc3c(=O)n(CC4CCCO4)c(N)nc3c2)cc1,7.04,7.04,1,1,Plasmepsin 4,CHEMBL3988607,Plasmodium falciparum,IC50,0
Aspartic protease,447713,CHEMBL508665,CCCC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)[C@H](O)C(=O)N1CSC(C)(C)[C@H]1C(=O)NC(C)C(C)(C)C)C(C)(C)C)c1ccccc1,7.03,7.03,1,1,Protease,CHEMBL4296327,Human T-cell leukemia virus type I,IC50,0
Aspartic protease,447721,CHEMBL501590,CC(C)CNC(=O)[C@H]1N(C(=O)[C@@H](O)[C@H](Cc2ccccc2)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)C(C)C)c2ccccc2)C(C)(C)C)CSC1(C)C,7.03,7.03,1,1,Protease,CHEMBL4296327,Human T-cell leukemia virus type I,IC50,0
Aspartic protease,2439813,CHEMBL4569382,COc1cccc(C(C)(C)NC[C@@H](O)[C@H](Cc2ccccc2)NC(=O)c2cc(C(=O)NCCCO)cc(N3CCCCC3)c2)c1,7.03,7.03,1,1,Plasmepsin 4,CHEMBL3988607,Plasmodium falciparum,IC50,0
Aspartic protease,447714,CHEMBL502067,CCCC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)[C@H](O)C(=O)N1CSC(C)(C)[C@H]1C(=O)NCCC(C)C)C(C)(C)C)c1ccccc1,7.02,7.02,1,1,Protease,CHEMBL4296327,Human T-cell leukemia virus type I,IC50,0
Aspartic protease,447706,CHEMBL454992,CCC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)[C@H](O)C(=O)N1CSC(C)(C)[C@H]1C(=O)NCC(C)(C)C)C(C)(C)C)c1ccccc1,7.01,7.01,1,1,Protease,CHEMBL4296327,Human T-cell leukemia virus type I,IC50,0
Aspartic protease,447716,CHEMBL501813,CC(C)CNC(=O)[C@H]1N(C(=O)[C@@H](O)[C@H](Cc2ccccc2)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)C2CC2)c2ccccc2)C(C)(C)C)CSC1(C)C,7.01,7.01,1,1,Protease,CHEMBL4296327,Human T-cell leukemia virus type I,IC50,0
Aspartic protease,447727,CHEMBL447599,CC(C)(C)CNC(=O)[C@H]1N(C(=O)[C@@H](O)[C@H](Cc2ccccc2)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)C(C)(C)C)c2ccccc2)C(C)(C)C)CSC1(C)C,7.01,7.01,1,1,Protease,CHEMBL4296327,Human T-cell leukemia virus type I,IC50,0
Aspartic protease,447729,CHEMBL453683,CC(NC(=O)[C@H]1N(C(=O)[C@@H](O)[C@H](Cc2ccccc2)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)C(C)(C)C)c2ccccc2)C(C)(C)C)CSC1(C)C)C(C)(C)C,7.01,7.01,1,1,Protease,CHEMBL4296327,Human T-cell leukemia virus type I,IC50,0
Aspartic protease,2068066,CHEMBL3764174,CCCCCc1ccc(-c2ccc3c(=O)n(C[C@@H]4CC[C@H](c5ccccc5)O4)c(N)nc3c2)cc1,7.0,7.0,1,1,Plasmepsin 4,CHEMBL3988607,Plasmodium falciparum,IC50,0
Aspartic protease,2297885,CHEMBL4225394,Nc1nc2cc(-c3ccc(CCCc4ccccc4)cc3)ccc2c(=O)n1CC1CCCO1,7.0,7.0,1,1,Plasmepsin 4,CHEMBL3988607,Plasmodium falciparum,IC50,0
Aspartic protease,2403942,CHEMBL4533511,COc1cccc(C(C)(C)NC[C@@H](O)[C@H](Cc2ccccc2)NC(=O)c2cc(C(=O)NCC(C)(C)O)cc(N3CCCCC3)c2)c1,7.0,7.0,1,1,Plasmepsin 4,CHEMBL3988607,Plasmodium falciparum,IC50,0
Aspartic protease,447708,CHEMBL447037,CCC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)[C@H](O)C(=O)N1CSC(C)(C)[C@H]1C(=O)NC(C)C(C)(C)C)C(C)(C)C)c1ccccc1,6.99,6.99,1,1,Protease,CHEMBL4296327,Human T-cell leukemia virus type I,IC50,0
Aspartic protease,447731,CHEMBL499480,CC(C)CNC(=O)[C@H]1N(C(=O)[C@@H](O)[C@H](Cc2ccccc2)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)CC(C)C)c2ccccc2)C(C)(C)C)CSC1(C)C,6.99,6.99,1,1,Protease,CHEMBL4296327,Human T-cell leukemia virus type I,IC50,0
Aspartic protease,3141556,CHEMBL5924555,COC(=O)N[C@H](C(=O)N[C@@H](Cc1ccc(C#Cc2cnc(N3CC4CCC(C3)N4C3COC3)nc2)cc1)[C@H](CN(Cc1c(F)cc(-c2ccn(C(F)F)n2)cc1F)NC(=O)[C@@H](NC(=O)OC)C(C)(C)C(F)(F)F)OC(=O)[C@@H](N)C(C)C)C(C)(C)C(F)(F)F,6.99,6.99,1,1,HIV-1 protease,CHEMBL4296312,Human immunodeficiency virus,EC50,0
Aspartic protease,447705,CHEMBL446309,CCC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)[C@H](O)C(=O)N1CSC(C)(C)[C@H]1C(=O)NCC(C)C)C(C)(C)C)c1ccccc1,6.98,6.98,1,1,Protease,CHEMBL4296327,Human T-cell leukemia virus type I,IC50,0
Aspartic protease,447710,CHEMBL509068,CCCC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)[C@H](O)C(=O)N1CSC(C)(C)[C@H]1C(=O)NCC(C)C)C(C)(C)C)c1ccccc1,6.98,6.98,1,1,Protease,CHEMBL4296327,Human T-cell leukemia virus type I,IC50,0
Aspartic protease,447643,CHEMBL446908,CC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)[C@H](O)C(=O)N1CSC(C)(C)[C@H]1C(=O)NCC(C)C)C(C)(C)C)c1ccccc1,6.97,6.97,1,1,Protease,CHEMBL4296327,Human T-cell leukemia virus type I,IC50,0
Aspartic protease,447646,CHEMBL507639,CC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)[C@H](O)C(=O)N1CSC(C)(C)[C@H]1C(=O)NC(C)C(C)(C)C)C(C)(C)C)c1ccccc1,6.97,6.97,1,1,Protease,CHEMBL4296327,Human T-cell leukemia virus type I,IC50,0
Aspartic protease,447733,CHEMBL500319,CC(C)CC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)[C@H](O)C(=O)N1CSC(C)(C)[C@H]1C(=O)NC(C)C(C)C)C(C)(C)C)c1ccccc1,6.97,6.97,1,1,Protease,CHEMBL4296327,Human T-cell leukemia virus type I,IC50,0
Aspartic protease,447735,CHEMBL509838,CC(C)CCNC(=O)[C@H]1N(C(=O)[C@@H](O)[C@H](Cc2ccccc2)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)CC(C)C)c2ccccc2)C(C)(C)C)CSC1(C)C,6.97,6.97,1,1,Protease,CHEMBL4296327,Human T-cell leukemia virus type I,IC50,0
Aspartic protease,1614748,CHEMBL3109547,COc1ccc(C2(c3ccc(OC)cc3)NC(=N)N(C3CCN(C)CC3)C2=O)cc1,6.96,6.96,1,1,Plasmepsin 4,CHEMBL3988607,Plasmodium falciparum,IC50,0
Aspartic protease,2297789,CHEMBL4225298,CCCCCCCCc1cc(CCC(=O)O)c2c(=O)n(CC3CCCO3)c(N)nc2c1,6.96,6.96,1,1,Plasmepsin 4,CHEMBL3988607,Plasmodium falciparum,IC50,0
Aspartic protease,2297790,CHEMBL4225299,CCCCCCCCc1ccc(-c2ccc3c(=O)n(C[C@@H]4CC[C@H](c5ccccc5)O4)c(N)nc3c2)cc1,6.96,6.96,1,1,Plasmepsin 4,CHEMBL3988607,Plasmodium falciparum,IC50,0
Aspartic protease,447644,CHEMBL474450,CC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)[C@H](O)C(=O)N1CSC(C)(C)[C@H]1C(=O)NCC(C)(C)C)C(C)(C)C)c1ccccc1,6.95,6.95,1,1,Protease,CHEMBL4296327,Human T-cell leukemia virus type I,IC50,0
Aspartic protease,447709,CHEMBL503921,CCCC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)[C@H](O)C(=O)N1CSC(C)(C)[C@H]1C(=O)NCC1CC1)C(C)(C)C)c1ccccc1,6.95,6.95,1,1,Protease,CHEMBL4296327,Human T-cell leukemia virus type I,IC50,0
Aspartic protease,570363,CHEMBL584192,Cc1cccc(C)c1OCC(=O)NC[C@](O)(Cc1ccccc1)C(=O)N1CSC(C)(C)[C@@H]1C(=O)N[C@H]1c2ccccc2C[C@H]1O,6.92,6.92,1,1,Aspartic protease PM4,CHEMBL6198,Plasmodium vivax,Ki,0
Aspartic protease,2359561,CHEMBL4452552,COc1cccc(C(C)(C)NC[C@@H](O)[C@H](Cc2ccccc2)NC(=O)c2cc(C(=O)NC(C)(C)CO)cc(N3CCCCC3)c2)c1,6.92,6.92,1,1,Plasmepsin 4,CHEMBL3988607,Plasmodium falciparum,IC50,0
Aspartic protease,447723,CHEMBL508597,CC(C)C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)[C@H](O)C(=O)N1CSC(C)(C)[C@H]1C(=O)NC(C)C(C)C)C(C)(C)C)c1ccccc1,6.91,6.91,1,1,Protease,CHEMBL4296327,Human T-cell leukemia virus type I,IC50,0
Aspartic protease,447707,CHEMBL448997,CCC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)[C@H](O)C(=O)N1CSC(C)(C)[C@H]1C(=O)NC(C)C(C)C)C(C)(C)C)c1ccccc1,6.89,6.89,1,1,Protease,CHEMBL4296327,Human T-cell leukemia virus type I,IC50,0
Aspartic protease,2068074,CHEMBL3763523,Nc1nc2cc(-c3ccc(CCCc4ccccc4)cc3)ccc2c(=O)n1C[C@@H]1CC[C@H](c2ccccc2)O1,6.89,6.89,1,1,Plasmepsin 4,CHEMBL3988607,Plasmodium falciparum,IC50,0
Aspartic protease,447728,CHEMBL450719,CC(C)C(C)NC(=O)[C@H]1N(C(=O)[C@@H](O)[C@H](Cc2ccccc2)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)C(C)(C)C)c2ccccc2)C(C)(C)C)CSC1(C)C,6.88,6.88,1,1,Protease,CHEMBL4296327,Human T-cell leukemia virus type I,IC50,0
Aspartic protease,447730,CHEMBL504064,CC(C)CC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)[C@H](O)C(=O)N1CSC(C)(C)[C@H]1C(=O)NCC1CC1)C(C)(C)C)c1ccccc1,6.88,6.88,1,1,Protease,CHEMBL4296327,Human T-cell leukemia virus type I,IC50,0
Aspartic protease,447645,CHEMBL500845,CC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)[C@H](O)C(=O)N1CSC(C)(C)[C@H]1C(=O)NC(C)C(C)C)C(C)(C)C)c1ccccc1,6.87,6.87,1,1,Protease,CHEMBL4296327,Human T-cell leukemia virus type I,IC50,0
Aspartic protease,447720,CHEMBL451100,CC(C)C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)[C@H](O)C(=O)N1CSC(C)(C)[C@H]1C(=O)NCC1CC1)C(C)(C)C)c1ccccc1,6.87,6.87,1,1,Protease,CHEMBL4296327,Human T-cell leukemia virus type I,IC50,0
Aspartic protease,447715,CHEMBL499167,CC(C)(C)[C@H](NC(=O)[C@@H](NC(=O)C1CC1)c1ccccc1)C(=O)N[C@@H](Cc1ccccc1)[C@H](O)C(=O)N1CSC(C)(C)[C@H]1C(=O)NCC1CC1,6.85,6.85,1,1,Protease,CHEMBL4296327,Human T-cell leukemia virus type I,IC50,0
Aspartic protease,447635,CHEMBL500846,CC[C@H](C)[C@H](NC(=O)[C@H]1N(C(=O)[C@@H](O)[C@H](Cc2ccccc2)NC(=O)[C@@H](NC(=O)[C@@H](NC(C)=O)c2ccccc2)C(C)(C)C)CSC1(C)C)C(N)=O,6.84,6.84,1,1,Protease,CHEMBL4296327,Human T-cell leukemia virus type I,IC50,0
Aspartic protease,447642,CHEMBL445814,CC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)[C@H](O)C(=O)N1CSC(C)(C)[C@H]1C(=O)NCC1CC1)C(C)(C)C)c1ccccc1,6.84,6.84,1,1,Protease,CHEMBL4296327,Human T-cell leukemia virus type I,IC50,0
Aspartic protease,447647,CHEMBL500109,CCC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)[C@H](O)C(=O)N1CSC(C)(C)[C@H]1C(=O)NCC1CC1)C(C)(C)C)c1ccccc1,6.84,6.84,1,1,Protease,CHEMBL4296327,Human T-cell leukemia virus type I,IC50,0
Aspartic protease,2391664,CHEMBL4520253,COc1cccc(C(C)(C)NC[C@@H](O)[C@H](Cc2ccccc2)NC(=O)c2cccc(C(=O)NCCC(F)(F)F)c2)c1,6.82,6.82,1,1,Plasmepsin 4,CHEMBL3988607,Plasmodium falciparum,IC50,0
Aspartic protease,447640,CHEMBL509290,CC(NC(=O)[C@H]1N(C(=O)[C@@H](O)[C@H](Cc2ccccc2)NC(=O)[C@@H](NC(=O)[C@@H](N)c2ccccc2)C(C)(C)C)CSC1(C)C)C(C)(C)C,6.81,6.81,1,1,Protease,CHEMBL4296327,Human T-cell leukemia virus type I,IC50,0
Aspartic protease,2298578,CHEMBL4226087,CCCCCCCCc1ccc(-c2ccc3c(=O)n(CC4CCCO4)c(N)nc3c2)cc1,6.81,6.81,1,1,Plasmepsin 4,CHEMBL3988607,Plasmodium falciparum,IC50,0
Aspartic protease,394488,CHEMBL233025,CSCC[C@H](NC(=O)[C@@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H]1CCCN1)C(C)C)C(C)C)C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)O,6.8,6.8,1,1,Protease,CHEMBL4296327,Human T-cell leukemia virus type I,IC50,0
Aspartic protease,570358,CHEMBL575115,Cc1cccc(C)c1OCC(=O)NC[C@@](O)(Cc1ccccc1)C(=O)N1CSC(C)(C)[C@H]1C(=O)N[C@H]1c2ccccc2C[C@H]1O,6.8,6.8,1,1,Aspartic protease PM4,CHEMBL6198,Plasmodium vivax,Ki,0
Aspartic protease,570362,CHEMBL584191,Cc1cccc(C)c1OCC(=O)NC[C@@](O)(Cc1ccccc1)C(=O)N1CSC(C)(C)[C@@H]1C(=O)N[C@H]1c2ccccc2C[C@H]1O,6.8,6.8,1,1,Aspartic protease PM4,CHEMBL6198,Plasmodium vivax,Ki,0
Aspartic protease,2840211,CHEMBL5400043,COc1cccc(C(C)(C)NC[C@@H](O)[C@@H]2Cc3cccc(c3)OCCCCN(C)C(=O)c3cccc(c3)C(=O)N2)c1,6.77,6.77,1,1,Plasmepsin IV,CHEMBL1741262,Plasmodium falciparum 3D7,IC50,0
Aspartic protease,2364686,CHEMBL4457677,O=S(=O)(c1ccc(CCCCC2CCC2)cc1)C1C2CCC(N2)C1NCc1ccc2ccccc2c1,6.75,6.75,1,1,Plasmepsin 4,CHEMBL3988607,Plasmodium falciparum,IC50,0
Aspartic protease,447725,CHEMBL500881,CC(C)(C)C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)[C@H](O)C(=O)N1CSC(C)(C)[C@H]1C(=O)NCC1CC1)C(C)(C)C)c1ccccc1,6.73,6.73,1,1,Protease,CHEMBL4296327,Human T-cell leukemia virus type I,IC50,0
Aspartic protease,570359,CHEMBL584189,Cc1cccc(C)c1OCC(=O)NC[C@](O)(Cc1ccccc1)C(=O)N1CSC(C)(C)[C@H]1C(=O)N[C@H]1c2ccccc2C[C@H]1O,6.72,6.72,1,1,Aspartic protease PM4,CHEMBL6198,Plasmodium vivax,Ki,0
Aspartic protease,1614747,CHEMBL3109546,COc1ccc(C2(c3ccc(OC)cc3)NC(=N)N(C3CCNCC3)C2=O)cc1,6.72,6.72,1,1,Plasmepsin 4,CHEMBL3988607,Plasmodium falciparum,IC50,0
Aspartic protease,2875026,CHEMBL5434858,CCCN1CCCCCOc2cccc(c2)C[C@@H]([C@H](O)CNC(C)(C)c2cccc(OC)c2)NC(=O)c2cccc(c2)C1=O,6.72,6.72,1,1,Plasmepsin IV,CHEMBL1741262,Plasmodium falciparum 3D7,IC50,0
Aspartic protease,2852442,CHEMBL5412274,CCCN1CCOc2cccc(c2)C[C@@H]([C@H](O)CNC(C)(C)c2cccc(OC)c2)NC(=O)c2cccc(c2)C1=O,6.7,6.7,1,1,Plasmepsin IV,CHEMBL1741262,Plasmodium falciparum 3D7,IC50,0
