target_class_l3,molregno,molecule_chembl_id,canonical_smiles,max_pchembl_value,mean_pchembl_value,activity_records,unique_targets,target_names,target_chembl_ids,target_organisms,standard_types,unseen_class_id
Protein-glutamine glutamyl-transferase,3107666,CHEMBL5890665,CC(C)(C)[C@H](NC(=O)[C@H](CC/C=C/C(N)=O)NC(=O)c1ccncc1C(=O)O)C(=O)N1CC(=O)C[C@H]1C(=O)N[C@H](C(=O)N[C@H](C(N)=O)C1CCCCC1)C1CCCCC1,7.16,6.74,2,2,Coagulation factor XIII A chain; Protein-glutamine gamma-glutamyltransferase,CHEMBL2730; CHEMBL4530,Homo sapiens,IC50,6
Protein-glutamine glutamyl-transferase,3250335,CHEMBL6033334,COC(=O)/C=C/CC[C@H](NC(=O)c1cc([N+](=O)[O-])ccc1C(=O)O)C(=O)N[C@H](C(=O)N1C[C@H](Oc2ccccc2)C[C@H]1C(=O)N[C@H](C(=O)N[C@H](C(N)=O)C1CCCCC1)C1CCCCC1)C(C)(C)C,7.16,6.955,2,2,Coagulation factor XIII A chain; Protein-glutamine gamma-glutamyltransferase,CHEMBL2730; CHEMBL4530,Homo sapiens,IC50,6
Protein-glutamine glutamyl-transferase,3257876,CHEMBL6040875,COC(=O)/C=C/CC[C@H](NC(=O)c1ccncc1C(=O)O)C(=O)N[C@@H](CCSC)C(=O)N1CC(=O)C[C@H]1C(=O)N[C@H](C(=O)N[C@H](C(N)=O)C1CCCCC1)C1CCCCC1,7.16,6.825,2,2,Coagulation factor XIII A chain; Protein-glutamine gamma-glutamyltransferase,CHEMBL2730; CHEMBL4530,Homo sapiens,IC50,6
Protein-glutamine glutamyl-transferase,1364171,CHEMBL2086518,C=CC(=O)Nc1ccc(S(=O)(=O)N2CCN(C(=O)OCC)CC2)cc1,7.14,6.2875,4,3,Coagulation factor XIII A chain; Protein-glutamine gamma-glutamyltransferase; Protein-glutamine gamma-glutamyltransferase K,CHEMBL2730; CHEMBL2810; CHEMBL4530,Homo sapiens,IC50,6
Protein-glutamine glutamyl-transferase,2132529,CHEMBL3923158,O=C(c1ccccn1)N1CCN(C(=O)n2sc3c(ccc[n+]3[O-])c2=O)CC1,7.14,7.14,1,1,Protein-glutamine gamma-glutamyltransferase,CHEMBL2730,Homo sapiens,IC50,6
Protein-glutamine glutamyl-transferase,1364186,CHEMBL2086533,C=CC(=O)Nc1ccc(S(=O)(=O)N2CCN(c3ccc(C(F)(F)F)cn3)CC2)cc1,7.12,6.37,3,2,Coagulation factor XIII A chain; Protein-glutamine gamma-glutamyltransferase,CHEMBL2730; CHEMBL4530,Homo sapiens,IC50,6
Protein-glutamine glutamyl-transferase,1364192,CHEMBL2086539,C=CC(=O)Nc1ccc(S(=O)(=O)N2CCN(C(=O)OCc3ccccc3)CC2)cn1,7.11,6.0633333333333335,3,3,Coagulation factor XIII A chain; Protein-glutamine gamma-glutamyltransferase; Protein-glutamine gamma-glutamyltransferase K,CHEMBL2730; CHEMBL2810; CHEMBL4530,Homo sapiens,IC50,6
Protein-glutamine glutamyl-transferase,1443074,CHEMBL2203470,C=CC(=O)NCCCC[C@H](NC(=O)OCc1ccccc1)C(=O)N1CCN(c2cc(Cl)ccc2OC)CC1,7.11,7.11,1,1,Protein-glutamine gamma-glutamyltransferase,CHEMBL2730,Homo sapiens,IC50,6
Protein-glutamine glutamyl-transferase,1364166,CHEMBL2086513,C=CC(=O)Nc1ccc(S(=O)(=O)N2CCN(C(=O)OCc3cccc4ccccc34)CC2)cc1,7.09,6.226666666666667,3,3,Coagulation factor XIII A chain; Protein-glutamine gamma-glutamyltransferase; Protein-glutamine gamma-glutamyltransferase K,CHEMBL2730; CHEMBL2810; CHEMBL4530,Homo sapiens,IC50,6
Protein-glutamine glutamyl-transferase,3195267,CHEMBL5978266,CCOC(=O)/C=C/CC[C@H](NC(=O)c1cc(C(=O)O)cc([N+](=O)[O-])c1)C(=O)N[C@H](C(=O)N1CC(=O)C[C@H]1C(=O)N[C@H](C(=O)NCCC(C)C)C1CCCCC1)C(C)(C)C,7.09,6.58,2,2,Coagulation factor XIII A chain; Protein-glutamine gamma-glutamyltransferase,CHEMBL2730; CHEMBL4530,Homo sapiens,IC50,6
Protein-glutamine glutamyl-transferase,2985238,CHEMBL5768237,COC(=O)/C=C/CC[C@H](NC(=O)c1ccncc1C(=O)O)C(=O)N[C@H](C(=O)N1CC(=O)C[C@H]1C(=O)N[C@H](C(=O)N[C@H](C(=O)OC)C1CCCCC1)C1CCCCC1)C(C)(C)C,7.07,6.885,2,2,Coagulation factor XIII A chain; Protein-glutamine gamma-glutamyltransferase,CHEMBL2730; CHEMBL4530,Homo sapiens,IC50,6
Protein-glutamine glutamyl-transferase,1842651,CHEMBL3423200,NC(=O)[C@@H]1O[C@@H]1C(=O)Nc1ccc(CCNS(=O)(=O)c2ccccc2[N+](=O)[O-])cc1,7.06,7.055,2,2,Coagulation factor XIII A chain; Protein-glutamine gamma-glutamyltransferase,CHEMBL2730; CHEMBL4530,Homo sapiens,IC50,6
Protein-glutamine glutamyl-transferase,1142822,CHEMBL1770520,O=C1Nc2cccc(Cl)c2/C1=C\C(=O)c1ccc(Cl)cc1,7.05,6.574999999999999,2,1,Protein-glutamine gamma-glutamyltransferase,CHEMBL2730,Homo sapiens,IC50,6
Protein-glutamine glutamyl-transferase,2301366,CHEMBL4228875,C=CC(=O)NCCCC[C@H](NC(=O)Cc1ccccc1)C(=O)N1CCN(c2ccc([N+](=O)[O-])nc2)CC1,7.05,6.09,3,1,Protein-glutamine gamma-glutamyltransferase,CHEMBL2730,Homo sapiens,IC50; Ki,6
Protein-glutamine glutamyl-transferase,3181006,CHEMBL5964005,COC(=O)/C=C/CC[C@H](NC(=O)c1cc([N+](=O)[O-])ccc1C(=O)O)C(=O)N[C@H](C(=O)N1CC(F)(F)C[C@H]1C(=O)N[C@H](C(=O)N[C@H](C(N)=O)C1CCCCC1)C1CCCCC1)C(C)(C)C,7.04,6.92,2,2,Coagulation factor XIII A chain; Protein-glutamine gamma-glutamyltransferase,CHEMBL2730; CHEMBL4530,Homo sapiens,IC50,6
Protein-glutamine glutamyl-transferase,1364162,CHEMBL2086509,C=CC(=O)Nc1ccc(S(=O)(=O)N2CCN(C(=O)OCc3ccccc3Cl)CC2)cc1,7.03,6.28,3,3,Coagulation factor XIII A chain; Protein-glutamine gamma-glutamyltransferase; Protein-glutamine gamma-glutamyltransferase K,CHEMBL2730; CHEMBL2810; CHEMBL4530,Homo sapiens,IC50,6
Protein-glutamine glutamyl-transferase,1367071,CHEMBL2089389,C=CC(=O)Nc1ccc(S(=O)(=O)N[C@@H]2CCN(C(=O)OCc3ccccc3)C2)cc1,7.02,6.283333333333334,3,3,Coagulation factor XIII A chain; Protein-glutamine gamma-glutamyltransferase; Protein-glutamine gamma-glutamyltransferase K,CHEMBL2730; CHEMBL2810; CHEMBL4530,Homo sapiens,IC50,6
Protein-glutamine glutamyl-transferase,3187872,CHEMBL5970871,COC(=O)/C=C/CC[C@H](NC(=O)c1cc([N+](=O)[O-])ccc1C(=O)O)C(=O)N[C@H](C(=O)N1CC[C@H]1C(=O)N[C@H](C(=O)N[C@H](C(N)=O)C1CCCCC1)C1CCCCC1)C(C)(C)C,7.02,6.84,2,2,Coagulation factor XIII A chain; Protein-glutamine gamma-glutamyltransferase,CHEMBL2730; CHEMBL4530,Homo sapiens,IC50,6
Protein-glutamine glutamyl-transferase,1364191,CHEMBL2086538,C=CC(=O)Nc1ccc(S(=O)(=O)N2CCN(C(=O)OC(C)(C)C)CC2)cn1,7.01,6.076666666666667,3,3,Coagulation factor XIII A chain; Protein-glutamine gamma-glutamyltransferase; Protein-glutamine gamma-glutamyltransferase K,CHEMBL2730; CHEMBL2810; CHEMBL4530,Homo sapiens,IC50,6
Protein-glutamine glutamyl-transferase,320102,CHEMBL193220,CC(=O)CSc1n[n+]2c(C)csc2s1.[O-][Cl+3]([O-])([O-])[O-],7.0,6.8,2,2,Coagulation factor XIII A chain; Protein-glutamine gamma-glutamyltransferase K,CHEMBL2810; CHEMBL4530,Homo sapiens,IC50,6
Protein-glutamine glutamyl-transferase,655789,CHEMBL1181839,CC(=O)CSc1n[n+]2c(C)csc2s1,7.0,7.0,1,1,Coagulation factor XIII A chain,CHEMBL4530,Homo sapiens,IC50,6
Protein-glutamine glutamyl-transferase,1842654,CHEMBL3423203,NC(=O)[C@@H]1O[C@@H]1C(=O)Nc1ccc(Oc2ccc(NC(=O)c3ccc(F)cc3)cc2)cc1,7.0,6.91,2,2,Coagulation factor XIII A chain; Protein-glutamine gamma-glutamyltransferase,CHEMBL2730; CHEMBL4530,Homo sapiens,IC50,6
Protein-glutamine glutamyl-transferase,2299792,CHEMBL4227301,C=CC(=O)NCCCC[C@H](NC(=O)Cc1ccccc1)C(=O)N1CCN(c2cccc([N+](=O)[O-])n2)CC1,7.0,6.3500000000000005,3,1,Protein-glutamine gamma-glutamyltransferase,CHEMBL2730,Homo sapiens,IC50; Ki,6
Protein-glutamine glutamyl-transferase,2804787,CHEMBL5285085,CCC(C)[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC/C=C/C(=O)OC)NC(=O)c1nc2ccccc2[nH]1)C(=O)N[C@@H](CC(C)C)C(=O)N1CCC[C@H]1C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N1CCC[C@H]1C(N)=O,6.99,6.99,1,1,Coagulation factor XIII A chain,CHEMBL4530,Homo sapiens,IC50,6
Protein-glutamine glutamyl-transferase,3281135,CHEMBL6064134,COC(=O)/C=C/CC[C@H](NC(=O)c1cc([N+](=O)[O-])ccc1C(=O)O)C(=O)N[C@H](C(=O)N1CCC[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(N)=O)C2CCCCC2)C2CCCCC2)C1)C(C)(C)C,6.97,6.83,2,2,Coagulation factor XIII A chain; Protein-glutamine gamma-glutamyltransferase,CHEMBL2730; CHEMBL4530,Homo sapiens,IC50,6
Protein-glutamine glutamyl-transferase,319935,CHEMBL190022,CN(CCCCCCNS(=O)(=O)c1ccccc1[N+](=O)[O-])c1nsc2nccn12,6.96,6.085,2,2,Coagulation factor XIII A chain; Protein-glutamine gamma-glutamyltransferase K,CHEMBL2810; CHEMBL4530,Homo sapiens,IC50,6
Protein-glutamine glutamyl-transferase,1364163,CHEMBL2086510,C=CC(=O)Nc1ccc(S(=O)(=O)N2CCN(C(=O)OCc3ccccc3C(F)(F)F)CC2)cc1,6.96,6.169999999999999,3,3,Coagulation factor XIII A chain; Protein-glutamine gamma-glutamyltransferase; Protein-glutamine gamma-glutamyltransferase K,CHEMBL2730; CHEMBL2810; CHEMBL4530,Homo sapiens,IC50,6
Protein-glutamine glutamyl-transferase,1364170,CHEMBL2086517,C=CC(=O)Nc1ccc(S(=O)(=O)N2CCN(C(=O)OC)CC2)cc1,6.96,6.21,3,3,Coagulation factor XIII A chain; Protein-glutamine gamma-glutamyltransferase; Protein-glutamine gamma-glutamyltransferase K,CHEMBL2730; CHEMBL2810; CHEMBL4530,Homo sapiens,IC50,6
Protein-glutamine glutamyl-transferase,1364175,CHEMBL2086522,C=CC(=O)Nc1ccc(S(=O)(=O)N2CCN(C(=O)C3CC3)CC2)cc1,6.96,6.2299999999999995,3,3,Coagulation factor XIII A chain; Protein-glutamine gamma-glutamyltransferase; Protein-glutamine gamma-glutamyltransferase K,CHEMBL2730; CHEMBL2810; CHEMBL4530,Homo sapiens,IC50,6
Protein-glutamine glutamyl-transferase,1443061,CHEMBL2203457,C=CC(=O)NCCCC[C@H](NC(=O)OCc1ccccc1)C(=O)N1CCN(c2ccc(C(F)(F)F)cn2)CC1,6.96,6.96,1,1,Protein-glutamine gamma-glutamyltransferase,CHEMBL2730,Homo sapiens,IC50,6
Protein-glutamine glutamyl-transferase,1842650,CHEMBL3423199,Cc1ccc(NC(=O)[C@H]2O[C@H]2C(N)=O)cc1C,6.96,6.925,2,2,Coagulation factor XIII A chain; Protein-glutamine gamma-glutamyltransferase,CHEMBL2730; CHEMBL4530,Homo sapiens,IC50,6
Protein-glutamine glutamyl-transferase,2186738,CHEMBL3977367,O=C(CCOc1ccccc1)N1CCN(C(=O)n2sc3ncccc3c2=O)CC1,6.96,6.96,1,1,Protein-glutamine gamma-glutamyltransferase,CHEMBL2730,Homo sapiens,IC50,6
Protein-glutamine glutamyl-transferase,2300659,CHEMBL4228168,C=CC(=O)NCCCC[C@H](NC(=O)Cc1ccccc1)C(=O)N1CCN(c2cccc(F)n2)CC1,6.96,6.04,3,1,Protein-glutamine gamma-glutamyltransferase,CHEMBL2730,Homo sapiens,IC50; Ki,6
Protein-glutamine glutamyl-transferase,2806986,CHEMBL5287284,CCCC[C@H](NC(=O)[C@H](CC/C=C/C(=O)OC)NC(=O)[C@@H](CC(=O)O)NC(C)=O)C(=O)N[C@@H](CCCC)C(=O)N[C@@H](CC(C)C)C(=O)N1CCC[C@H]1C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N1CCC[C@H]1C(=O)O,6.96,6.486666666666667,3,2,Coagulation factor XIII A chain; Protein-glutamine gamma-glutamyltransferase,CHEMBL2730; CHEMBL4530,Homo sapiens,IC50,6
Protein-glutamine glutamyl-transferase,2962145,CHEMBL5745144,CCCC[C@H](NC(=O)[C@H](CC/C=C/C(=O)OC)NC(=O)[C@@H]1CC(=O)CN1)C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N1CCC[C@H]1C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O)C(C)CC,6.93,6.79,2,2,Coagulation factor XIII A chain; Protein-glutamine gamma-glutamyltransferase,CHEMBL2730; CHEMBL4530,Homo sapiens,IC50,6
Protein-glutamine glutamyl-transferase,1367068,CHEMBL2089386,C=CC(=O)Nc1ccc(S(=O)(=O)N2CCN(C(=O)OC(C)(C)C)CC2)cc1,6.92,6.2025,4,3,Coagulation factor XIII A chain; Protein-glutamine gamma-glutamyltransferase; Protein-glutamine gamma-glutamyltransferase K,CHEMBL2730; CHEMBL2810; CHEMBL4530,Homo sapiens,IC50,6
Protein-glutamine glutamyl-transferase,1367070,CHEMBL2089388,C=CC(=O)Nc1ccc(S(=O)(=O)N2CCN(C(=O)OCc3ccccc3)CC2)cc1,6.92,6.243333333333333,3,3,Coagulation factor XIII A chain; Protein-glutamine gamma-glutamyltransferase; Protein-glutamine gamma-glutamyltransferase K,CHEMBL2730; CHEMBL2810; CHEMBL4530,Homo sapiens,IC50,6
Protein-glutamine glutamyl-transferase,2175568,CHEMBL3966197,NCC(=O)N1CCN(C(=O)n2sc3c(ccc[n+]3[O-])c2=O)CC1,6.92,6.92,1,1,Protein-glutamine gamma-glutamyltransferase,CHEMBL2730,Homo sapiens,IC50,6
Protein-glutamine glutamyl-transferase,2179075,CHEMBL3969704,CCCC(=O)C1CCN(C(=O)n2sc3c(ccc[n+]3[O-])c2=O)CC1,6.92,6.92,1,1,Protein-glutamine gamma-glutamyltransferase,CHEMBL2730,Homo sapiens,IC50,6
Protein-glutamine glutamyl-transferase,3225486,CHEMBL6008485,COC(=O)/C=C/CC[C@H](NC(=O)c1ccncc1C(=O)O)C(=O)N[C@H](C(=O)N1CC(=O)C[C@H]1C(=O)N[C@H](C(=O)N[C@H](C(=O)O)C1CCCCC1)C1CCCCC1)C(C)(C)C,6.91,6.68,2,2,Coagulation factor XIII A chain; Protein-glutamine gamma-glutamyltransferase,CHEMBL2730; CHEMBL4530,Homo sapiens,IC50,6
Protein-glutamine glutamyl-transferase,304027,CHEMBL183659,NNC(=O)CSc1nc2sc(Cl)c(-c3ccccc3F)c2c(=O)n1-c1cccc(F)c1,6.89,6.89,1,1,Protein-glutamine gamma-glutamyltransferase,CHEMBL2730,Homo sapiens,IC50,6
Protein-glutamine glutamyl-transferase,319454,CHEMBL193212,O=[N+]([O-])c1ccccc1S(=O)(=O)NCCCCCCNc1nsc2nccn12,6.89,5.99,2,2,Coagulation factor XIII A chain; Protein-glutamine gamma-glutamyltransferase K,CHEMBL2810; CHEMBL4530,Homo sapiens,IC50,6
Protein-glutamine glutamyl-transferase,1364164,CHEMBL2086511,C=CC(=O)Nc1ccc(S(=O)(=O)N2CCN(C(=O)OCc3ccccc3Oc3ccccc3)CC2)cc1,6.89,6.03,3,3,Coagulation factor XIII A chain; Protein-glutamine gamma-glutamyltransferase; Protein-glutamine gamma-glutamyltransferase K,CHEMBL2730; CHEMBL2810; CHEMBL4530,Homo sapiens,IC50,6
Protein-glutamine glutamyl-transferase,2104942,CHEMBL3895571,O=C(c1ccncc1)N1CCN(C(=O)n2sc3c(ccc[n+]3[O-])c2=O)CC1,6.89,6.89,1,1,Protein-glutamine gamma-glutamyltransferase,CHEMBL2730,Homo sapiens,IC50,6
Protein-glutamine glutamyl-transferase,2806460,CHEMBL5286758,CCCC[C@H](NC(=O)[C@H](CC/C=C/C(=O)OC)NC(=O)c1csc(C)n1)C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N1CCC[C@H]1C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(N)=O)C(C)CC,6.86,6.86,1,1,Coagulation factor XIII A chain,CHEMBL4530,Homo sapiens,IC50,6
Protein-glutamine glutamyl-transferase,3265252,CHEMBL6048251,COC(=O)/C=C/CC[C@H](NC(=O)c1cc([N+](=O)[O-])ccc1C(=O)O)C(=O)N[C@H](C(=O)N1C[C@H](O)C[C@H]1C(=O)N[C@H](C(=O)N[C@H](C(N)=O)C1CCCCC1)C1CCCCC1)C(C)(C)C,6.86,6.58,2,2,Coagulation factor XIII A chain; Protein-glutamine gamma-glutamyltransferase,CHEMBL2730; CHEMBL4530,Homo sapiens,IC50,6
Protein-glutamine glutamyl-transferase,304012,CHEMBL183223,COc1cccc(-c2csc3nc(SCC(=O)NN)n(-c4cccc(F)c4)c(=O)c23)c1,6.85,6.765,2,1,Protein-glutamine gamma-glutamyltransferase,CHEMBL2730,Homo sapiens,IC50,6
Protein-glutamine glutamyl-transferase,304031,CHEMBL360282,COc1ccccc1-c1csc2nc(SCC(=O)NN)n(-c3cccc(F)c3)c(=O)c12,6.85,6.85,1,1,Protein-glutamine gamma-glutamyltransferase,CHEMBL2730,Homo sapiens,IC50,6
Protein-glutamine glutamyl-transferase,304126,CHEMBL360314,NNC(=O)CSc1nc2scc(-c3ccccc3F)c2c(=O)n1-c1cccc(F)c1,6.85,6.85,1,1,Protein-glutamine gamma-glutamyltransferase,CHEMBL2730,Homo sapiens,IC50,6
Protein-glutamine glutamyl-transferase,1364142,CHEMBL2086489,CC(C)(C)OC(=O)N1CCN(S(=O)(=O)c2ccc(NC(=O)/C=C\Cl)cc2)CC1,6.85,5.989999999999999,3,3,Coagulation factor XIII A chain; Protein-glutamine gamma-glutamyltransferase; Protein-glutamine gamma-glutamyltransferase K,CHEMBL2730; CHEMBL2810; CHEMBL4530,Homo sapiens,IC50,6
Protein-glutamine glutamyl-transferase,1367075,CHEMBL2089393,C=CC(=O)Nc1ccc(S(=O)(=O)N2CC3CN(C(=O)OCc4ccccc4)CC3C2)cc1,6.85,6.03,3,3,Coagulation factor XIII A chain; Protein-glutamine gamma-glutamyltransferase; Protein-glutamine gamma-glutamyltransferase K,CHEMBL2730; CHEMBL2810; CHEMBL4530,Homo sapiens,IC50,6
Protein-glutamine glutamyl-transferase,1422779,CHEMBL2152105,C=CC(=O)NC1CCN(S(=O)(=O)c2ccc(C(=O)NCCC3CCCCC3)cc2)CC1,6.85,6.85,1,1,Protein-glutamine gamma-glutamyltransferase,CHEMBL2730,Homo sapiens,IC50,6
Protein-glutamine glutamyl-transferase,2187264,CHEMBL3977893,O=C(N1CCN(c2ccc(N3CCCC3)nn2)CC1)n1sc2c(ccc[n+]2[O-])c1=O,6.85,6.85,1,1,Protein-glutamine gamma-glutamyltransferase,CHEMBL2730,Homo sapiens,IC50,6
Protein-glutamine glutamyl-transferase,2300326,CHEMBL4227835,C=CC(=O)NCCCC[C@H](NC(=O)Cc1ccccc1)C(=O)N1CCN(c2cccc(I)n2)CC1,6.85,6.195,2,1,Protein-glutamine gamma-glutamyltransferase,CHEMBL2730,Homo sapiens,IC50; Ki,6
Protein-glutamine glutamyl-transferase,3130712,CHEMBL5913711,COC(=O)/C=C/CC[C@H](NC(=O)c1cc([N+](=O)[O-])ccc1C(=O)O)C(=O)N[C@H](C(=O)N1C2CCCCC2C[C@H]1C(=O)NC(C(=O)N[C@H](C(N)=O)C1CCCCC1)C1CCCCC1)C(C)(C)C,6.85,6.6899999999999995,2,2,Coagulation factor XIII A chain; Protein-glutamine gamma-glutamyltransferase,CHEMBL2730; CHEMBL4530,Homo sapiens,IC50,6
Protein-glutamine glutamyl-transferase,3164583,CHEMBL5947582,COC(=O)/C=C/CC[C@H](NC(=O)[C@@H]1CC(=O)CN1)C(=O)N[C@@H](CC1CC1)C(=O)N1CCOC[C@H]1C(=O)N[C@@H](CC(C)C)C(=O)N1CCC[C@H]1C(=O)O,6.85,6.475,2,2,Coagulation factor XIII A chain; Protein-glutamine gamma-glutamyltransferase,CHEMBL2730; CHEMBL4530,Homo sapiens,IC50,6
Protein-glutamine glutamyl-transferase,304048,CHEMBL360924,Cc1sc2nc(SCC(=O)NN)n(-c3cccc(F)c3)c(=O)c2c1-c1ccccc1F,6.82,6.82,1,1,Protein-glutamine gamma-glutamyltransferase,CHEMBL2730,Homo sapiens,IC50,6
Protein-glutamine glutamyl-transferase,1842643,CHEMBL3423192,CCCCc1ccc(NC(=O)[C@@H]2O[C@@H]2C(N)=O)cc1,6.82,6.74,2,2,Coagulation factor XIII A chain; Protein-glutamine gamma-glutamyltransferase,CHEMBL2730; CHEMBL4530,Homo sapiens,IC50,6
Protein-glutamine glutamyl-transferase,2103724,CHEMBL3894353,O=C1CN(C(=O)n2sc3c(ccc[n+]3[O-])c2=O)CCN1,6.82,6.82,1,1,Protein-glutamine gamma-glutamyltransferase,CHEMBL2730,Homo sapiens,IC50,6
Protein-glutamine glutamyl-transferase,2788022,CHEMBL5268320,O=C(CCl)NCC(=O)N1CCN(C(=O)C23CC4CC(CC(C4)C2)C3)CC1,6.82,6.82,1,1,Protein-glutamine gamma-glutamyltransferase,CHEMBL2730,Homo sapiens,Ki,6
Protein-glutamine glutamyl-transferase,3185252,CHEMBL5968251,COC(=O)/C=C/CC[C@H](NC(=O)c1cc([N+](=O)[O-])ccc1C(=O)O)C(=O)N[C@H](C(=O)N1C[C@H](F)C[C@H]1C(=O)N[C@H](C(=O)N[C@H](C(N)=O)C1CCCCC1)C1CCCCC1)C(C)(C)C,6.81,6.734999999999999,2,2,Coagulation factor XIII A chain; Protein-glutamine gamma-glutamyltransferase,CHEMBL2730; CHEMBL4530,Homo sapiens,IC50,6
Protein-glutamine glutamyl-transferase,304029,CHEMBL183771,NNC(=O)CSc1nc2scc(-c3ccccc3)c2c(=O)n1-c1ccccc1F,6.8,6.55,2,1,Protein-glutamine gamma-glutamyltransferase,CHEMBL2730,Homo sapiens,IC50,6
Protein-glutamine glutamyl-transferase,304034,CHEMBL182890,Cc1sc2nc(SCC(=O)NN)n(-c3ccccc3)c(=O)c2c1-c1ccccc1,6.8,6.8,1,1,Protein-glutamine gamma-glutamyltransferase,CHEMBL2730,Homo sapiens,IC50,6
Protein-glutamine glutamyl-transferase,1364173,CHEMBL2086520,C=CC(=O)Nc1ccc(S(=O)(=O)N2CCN(C(=O)CCc3ccccc3)CC2)cc1,6.8,5.973333333333334,3,3,Coagulation factor XIII A chain; Protein-glutamine gamma-glutamyltransferase; Protein-glutamine gamma-glutamyltransferase K,CHEMBL2730; CHEMBL2810; CHEMBL4530,Homo sapiens,IC50,6
Protein-glutamine glutamyl-transferase,1443079,CHEMBL2203475,C=CC(=O)NCCCC[C@H](NC(=O)OCc1ccccc1)C(=O)N1CCN(c2ncccc2C(F)(F)F)CC1,6.8,6.8,1,1,Protein-glutamine gamma-glutamyltransferase,CHEMBL2730,Homo sapiens,IC50,6
Protein-glutamine glutamyl-transferase,3067882,CHEMBL5850881,C=C1C[C@@H](C(=O)N[C@@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)O)N(C(=O)[C@@H](NC(=O)[C@H](CC/C=C/C(=O)OC)NC(=O)c2cc(C(=O)O)cc([N+](=O)[O-])c2)C(C)(C)C)C1,6.8,6.4350000000000005,2,2,Coagulation factor XIII A chain; Protein-glutamine gamma-glutamyltransferase,CHEMBL2730; CHEMBL4530,Homo sapiens,IC50,6
Protein-glutamine glutamyl-transferase,304036,CHEMBL182633,NNC(=O)CSc1nc2sc3c(c2c(=O)n1-c1cccc(F)c1)C(c1ccccc1)CCC3,6.77,6.4,2,1,Protein-glutamine gamma-glutamyltransferase,CHEMBL2730,Homo sapiens,IC50,6
Protein-glutamine glutamyl-transferase,1422874,CHEMBL2152199,C=CC(=O)NC1CCN(S(=O)(=O)c2ccc(C(=O)NCc3cccc4ccccc34)cc2)CC1,6.77,6.77,1,1,Protein-glutamine gamma-glutamyltransferase,CHEMBL2730,Homo sapiens,IC50,6
Protein-glutamine glutamyl-transferase,1422888,CHEMBL2152213,C=CC(=O)NC1CCN(S(=O)(=O)c2ccc(C(=O)NCCc3cccc(Cl)c3)cc2)CC1,6.77,6.77,1,1,Protein-glutamine gamma-glutamyltransferase,CHEMBL2730,Homo sapiens,IC50,6
Protein-glutamine glutamyl-transferase,1443078,CHEMBL2203474,C=CC(=O)NCCCC[C@H](NC(=O)OCc1ccccc1)C(=O)N1CCN(c2ncccc2C)CC1,6.77,6.77,1,1,Protein-glutamine gamma-glutamyltransferase,CHEMBL2730,Homo sapiens,IC50,6
Protein-glutamine glutamyl-transferase,2301033,CHEMBL4228542,C=CC(=O)NCCCC[C@H](NC(=O)Cc1ccccc1)C(=O)N1CCN(c2cccc(C(C)(C)C)n2)CC1,6.77,6.115,2,1,Protein-glutamine gamma-glutamyltransferase,CHEMBL2730,Homo sapiens,IC50; Ki,6
Protein-glutamine glutamyl-transferase,3158404,CHEMBL5941403,C=CCOC(=O)NCCCC[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CO)NC(=O)C(NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CC/C=C/C(=O)OC)NC(=O)[C@H](CC(N)=O)NC(C)=O)C(C)C)C(C)O)C(=O)O,6.77,6.64,2,2,Coagulation factor XIII A chain; Protein-glutamine gamma-glutamyltransferase,CHEMBL2730; CHEMBL4530,Homo sapiens,IC50,6
Protein-glutamine glutamyl-transferase,304049,CHEMBL180595,NNC(=O)CSc1nc2scc(-c3ccccc3)c2c(=O)n1-c1cccc(F)c1,6.75,6.675,2,1,Protein-glutamine gamma-glutamyltransferase,CHEMBL2730,Homo sapiens,IC50,6
Protein-glutamine glutamyl-transferase,1364187,CHEMBL2086534,C=CC(=O)Nc1ccc(S(=O)(=O)N2CCN(c3ccccc3)CC2)cc1,6.75,6.13,3,3,Coagulation factor XIII A chain; Protein-glutamine gamma-glutamyltransferase; Protein-glutamine gamma-glutamyltransferase K,CHEMBL2730; CHEMBL2810; CHEMBL4530,Homo sapiens,IC50,6
Protein-glutamine glutamyl-transferase,1364193,CHEMBL2086540,C=CC(=O)Nc1ccc(S(=O)(=O)N2CCN(C(=O)C3CC3)CC2)cn1,6.75,6.013333333333333,3,3,Coagulation factor XIII A chain; Protein-glutamine gamma-glutamyltransferase; Protein-glutamine gamma-glutamyltransferase K,CHEMBL2730; CHEMBL2810; CHEMBL4530,Homo sapiens,IC50,6
