unseen_target_class_l3,known_target_class_l3,unseen_molecules,known_molecules,mean_nearest_tanimoto,median_nearest_tanimoto,std_nearest_tanimoto,min_nearest_tanimoto,q25_nearest_tanimoto,q75_nearest_tanimoto,q90_nearest_tanimoto,max_nearest_tanimoto,fraction_ge_0.30,fraction_ge_0.40,fraction_ge_0.50,fraction_ge_0.60,fraction_ge_0.70,rank_by_median_nearest_tanimoto,rank_by_mean_nearest_tanimoto
Smoothened receptor (frizzled family GPCR),Pore-forming toxins (proteins and peptides),954,1394,0.253031462430954,0.24731183052062988,0.03944165259599686,0.14414414763450623,0.2247191071510315,0.27551019191741943,0.3068181872367859,0.4897959232330322,0.1310272536687631,0.0010482180293501049,0.0,0.0,0.0,11,11
Smoothened receptor (frizzled family GPCR),5HT3 receptor,954,1065,0.26859310269355774,0.2638888955116272,0.03848385810852051,0.1304347813129425,0.24444444477558136,0.29032257199287415,0.3194444477558136,0.4444444477558136,0.1918238993710692,0.0041928721174004195,0.0,0.0,0.0,6,8
Taste receptor (taste family GPCR),Bromodomain,477,10663,0.3204522430896759,0.3164556920528412,0.04667515307664871,0.18691588938236237,0.29411765933036804,0.3452380895614624,0.3838461637496948,0.5147058963775635,0.70020964360587,0.06079664570230608,0.0020964360587002098,0.0,0.0,1,1
Taste receptor (taste family GPCR),P2X receptor,477,10307,0.3138059973716736,0.3086419701576233,0.048493560403585434,0.1733333319425583,0.2876712381839752,0.3382352888584137,0.3757246434688568,0.5,0.610062893081761,0.05241090146750524,0.0020964360587002098,0.0,0.0,2,3
Taste receptor (taste family GPCR),Voltage-gated sodium channel,477,9469,0.30791181325912476,0.3086419701576233,0.04302593693137169,0.1428571492433548,0.2888889014720917,0.32926830649375916,0.35500848293304443,0.48571428656578064,0.6352201257861635,0.016771488469601678,0.0,0.0,0.0,2,4
Taste receptor (taste family GPCR),Transient receptor potential channel,477,8550,0.31852060556411743,0.2795698940753937,0.10142049938440323,0.19354838132858276,0.25,0.3499999940395355,0.4659770131111145,0.7222222089767456,0.3920335429769392,0.1761006289308176,0.07337526205450734,0.029350104821802937,0.0020964360587002098,3,2
Taste receptor (taste family GPCR),Protein methyltransferase,477,2591,0.24510516226291656,0.24468085169792175,0.027223147451877594,0.15662650763988495,0.2291666716337204,0.26249998807907104,0.278402715921402,0.34375,0.014675052410901468,0.0,0.0,0.0,0.0,6,7
Taste receptor (taste family GPCR),Serine protease,477,2529,0.22666311264038086,0.2235294133424759,0.041816018521785736,0.1354166716337204,0.19811320304870605,0.2535211145877838,0.2836627662181854,0.3650793731212616,0.041928721174004195,0.0,0.0,0.0,0.0,10,11
Taste receptor (taste family GPCR),Voltage-gated calcium channel,477,2036,0.27960795164108276,0.27272728085517883,0.04462914168834686,0.15625,0.2531645596027374,0.3086419701576233,0.32632824778556824,0.5454545617103577,0.32075471698113206,0.014675052410901468,0.0041928721174004195,0.0,0.0,4,5
Taste receptor (taste family GPCR),Plant homeodomain,477,2021,0.2761556804180145,0.25925925374031067,0.06165726110339165,0.1547619104385376,0.239130437374115,0.3076923191547394,0.3486257791519165,0.6181818246841431,0.2914046121593291,0.03773584905660377,0.010482180293501049,0.0041928721174004195,0.0,5,6
Taste receptor (taste family GPCR),Protein Kinase,477,1582,0.24028141796588898,0.2368421107530594,0.039797112345695496,0.1428571492433548,0.21568627655506134,0.25806450843811035,0.287219762802124,0.39534884691238403,0.06918238993710692,0.0,0.0,0.0,0.0,7,9
Taste receptor (taste family GPCR),Pore-forming toxins (proteins and peptides),477,1394,0.24046514928340912,0.22727273404598236,0.050006404519081116,0.14851485192775726,0.20618556439876556,0.26436781883239746,0.3076923191547394,0.46875,0.11949685534591195,0.014675052410901468,0.0,0.0,0.0,8,8
Taste receptor (taste family GPCR),5HT3 receptor,477,1065,0.22922611236572266,0.2247191071510315,0.0343046635389328,0.14666666090488434,0.2068965584039688,0.24444444477558136,0.269734263420105,0.5194805264472961,0.029350104821802937,0.0041928721174004195,0.0020964360587002098,0.0,0.0,9,10
YEATS domain,Bromodomain,145,10663,0.3231876790523529,0.3176470696926117,0.04158224165439606,0.20430107414722443,0.2983871102333069,0.34328359365463257,0.3768661916255951,0.5,0.7448275862068966,0.034482758620689655,0.006896551724137931,0.0,0.0,3,4
YEATS domain,P2X receptor,145,10307,0.3044958710670471,0.30136987566947937,0.05611599609255791,0.17045454680919647,0.260869562625885,0.3362831771373749,0.38687992095947266,0.5327102541923523,0.5241379310344828,0.06896551724137931,0.006896551724137931,0.0,0.0,4,6
YEATS domain,Voltage-gated sodium channel,145,9469,0.3061780035495758,0.3009708821773529,0.042607616633176804,0.13953489065170288,0.28143712878227234,0.3263157904148102,0.3532407283782959,0.4615384638309479,0.5103448275862069,0.034482758620689655,0.0,0.0,0.0,5,5
YEATS domain,Transient receptor potential channel,145,8550,0.35763469338417053,0.3499999940395355,0.07567331939935684,0.23853211104869843,0.31506848335266113,0.3814432919025421,0.44305410981178284,0.7333333492279053,0.8137931034482758,0.1724137931034483,0.041379310344827586,0.020689655172413793,0.006896551724137931,1,1
YEATS domain,Protein methyltransferase,145,2591,0.33869075775146484,0.2916666567325592,0.11824508011341095,0.17977528274059296,0.2666666805744171,0.39694657921791077,0.5085418820381165,0.8314606547355652,0.4,0.23448275862068965,0.12413793103448276,0.041379310344827586,0.020689655172413793,6,2
YEATS domain,Serine protease,145,2529,0.28348103165626526,0.27710843086242676,0.04796617105603218,0.14782609045505524,0.25,0.30927833914756775,0.3351515233516693,0.4375,0.31724137931034485,0.034482758620689655,0.0,0.0,0.0,9,8
YEATS domain,Voltage-gated calcium channel,145,2036,0.3361324965953827,0.3333333432674408,0.06374404579401016,0.190476194024086,0.29032257199287415,0.369047611951828,0.41620340943336487,0.5507246255874634,0.6413793103448275,0.1310344827586207,0.027586206896551724,0.0,0.0,2,3
YEATS domain,Plant homeodomain,145,2021,0.29309970140457153,0.2839506268501282,0.053291402757167816,0.15463916957378387,0.2631579041481018,0.3125,0.3333333432674408,0.5913978219032288,0.35172413793103446,0.027586206896551724,0.020689655172413793,0.0,0.0,8,7
YEATS domain,Protein Kinase,145,1582,0.24650916457176208,0.24806201457977295,0.03973745182156563,0.1221374049782753,0.22680412232875824,0.26923078298568726,0.28688845038414,0.3684210479259491,0.07586206896551724,0.0,0.0,0.0,0.0,10,10
YEATS domain,Pore-forming toxins (proteins and peptides),145,1394,0.2303391546010971,0.22368420660495758,0.0327950082719326,0.1764705926179886,0.20967741310596466,0.24705882370471954,0.2768925428390503,0.32098764181137085,0.04827586206896552,0.0,0.0,0.0,0.0,11,11
YEATS domain,5HT3 receptor,145,1065,0.279106080532074,0.2857142984867096,0.073289655148983,0.1473684161901474,0.22522522509098053,0.3333333432674408,0.3691609799861908,0.465753436088562,0.41379310344827586,0.04827586206896552,0.0,0.0,0.0,7,9
